id,nome,calcio_mg,ferro_mg,zinco_mg,magnesio_mg,fosforo_mg,potassio_mg,selenio_ug,vitamina_a_ug,vitamina_d_ug,vitamina_e_mg,vitamina_c_mg,vitamina_b1_mg,vitamina_b2_mg,vitamina_b3_mg,vitamina_b6_mg,vitamina_b9_ug,vitamina_b12_ug,confidence,source_detail
504,"Uovo di quaglia, crudo",64,3.7,1.5,13,226,132,32.0,156,1.4,1.1,0,0.13,0.79,0.2,0.15,66,1.6,high,USDA FDC quail egg
760,"Uovo di struzzo, crudo",58,3.0,1.3,14,198,180,28.0,170,1.5,1.1,0,0.1,0.45,0.2,0.15,60,2.5,medium,stima proporzionale uovo
507,Uovo in camicia (poché),56,1.8,1.1,12,172,138,31.6,149,2.0,1.0,0,0.03,0.51,0.1,0.12,44,1.1,high,USDA FDC poached egg
508,"Uovo intero, strapazzato (con latte)",66,1.6,1.1,12,190,145,25.6,165,1.8,1.3,0,0.06,0.41,0.1,0.14,43,0.9,high,USDA FDC scrambled egg
426,"Vitello, cosciotto crudo",10,1.0,2.6,24,210,350,10.0,0,0.1,0.3,0,0.06,0.22,7.0,0.45,12,1.4,high,CREA 2019 vitello cosciotto
734,"Vitello, fegato cotto in padella",9,8.8,9.5,20,380,310,20.0,21600,0.5,0.6,23,0.14,3.4,16.0,0.85,250,95.0,high,USDA FDC veal liver cooked
726,"Vitello, fettina al limone (cotta)",12,1.2,3.0,25,225,340,12.0,0,0.1,0.3,2,0.05,0.24,7.5,0.4,10,1.5,medium,CREA vitello cotto
427,"Vitello, ossobuco crudo",13,1.2,3.2,20,180,300,9.0,0,0.1,0.2,0,0.05,0.2,5.5,0.35,10,1.3,high,CREA 2019 vitello ossobuco
491,"Vongole (lupini di mare), cotte",65,28.0,2.3,15,338,534,64.2,171,0,0,22,0.15,0.43,3.0,0.1,28,98.9,high,USDA FDC clam cooked
456,Wurstel di maiale,7,1.1,1.8,12,140,200,15.0,0,0.4,0.1,0,0.25,0.1,2.8,0.12,2,0.6,high,CREA 2019 wurstel
455,Wurstel di pollo,43,0.8,0.8,10,110,130,12.0,0,0.3,0.1,0,0.05,0.07,3.5,0.15,3,0.5,high,USDA FDC chicken frankfurter
862,Zampone di Modena IGP (cotto),14,1.2,2.0,11,120,180,12.0,0,0.3,0.1,0,0.15,0.12,2.8,0.12,2,0.6,medium,CREA cotechino
